Facebook_Id,post_id,Total Interactions,Likes,Comments,Shares,Post Views,advocacy_msg_type_illuminating,issue_msg_type_illuminating,attack_msg_type_illuminating,covid_topic_illuminating,economy_topic_illuminating,education_topic_illuminating,environment_topic_illuminating,incivility_illuminating,fraud_illuminating
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,33658b2c0a060101b299c611b94b920a3fea65dbcd2f8c293cd4cf0b55e2b948,145.0,45,8,25,0.0,0,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,336803951fb7a8185c17b07a59d48a0e74dd24046a5dce4f18e5c9c816f1fd77,194.0,81,44,23,0.0,0,1,0,0,1,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,336add230b1823eaf6810cc1684f13108043a385d5e1444f7041c7eab5091309,133.0,85,28,13,0.0,0,0,0,0,0,1,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,336c7ad0348a53a49753f5adf02d706d411ee637c1783c13a6003be0aa8f2b5b,,71052,6628,28136,2129389.0,0,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,337e00406a527597661135b4c44ae60e9b1229851c139ce8c36810d27a45e830,41.0,27,2,3,0.0,0,0,1,0,0,0,0,1,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,337e1f83efc79ebad41635bdd5f9ca1c3e2846e19f3819d0f1e1cb3d7664036e,242.0,174,20,48,,1,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,337f80f27d1dd8b8f214132aa4e776525d84a022e82ddb0898a75b89a0a1e93d,309.0,229,24,12,0.0,1,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,3381915e77437d344a8dd20facc3c48bccc0280e3a6b0d5cba09a81cf7e4dff2,281.0,156,53,17,0.0,0,1,1,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,3386e62f1876def46df13869bcfb5f2fe1d4e2960cd214e0ac35231d26626ed1,418.0,234,133,51,,0,1,1,0,0,0,0,1,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,338badb49a8d45fe320b1b9bd2c03fb0a1e6e3c23409f214fcc302fda626b33d,186.0,133,30,7,0.0,1,1,0,0,1,1,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,338e92bafc30df7a481106790a15cf508978c84dc84b1f633d0f4562edc4cf7c,212.0,145,53,6,0.0,1,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,339119c20c9d4944f3ca2026f0cc0c71b7f52ca7972f024220edb4190c7bb9e6,25.0,10,1,1,0.0,1,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,33979318728d76e80120373c94580694e4da4a32d2f16a70a9c7810d764aa123,,625,144,38,0.0,1,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,339fbbf3fe2f6300940def95d80d5625a211e26c547bc59c07bf3b350e88804a,506.0,381,44,8,0.0,1,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,33a03fe296da8687872388e2abd617512ed92f60246464474ea06d4bd122b25a,163.0,76,68,0,0.0,1,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,33a14e9bfc5c3acdfe3bccb28f821214c8deef199cf1510b221b225c78810dfe,44.0,33,1,1,0.0,0,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,33ae5e7ea791c81ad611e0874e13ad47830b577c22f3c9a7d00eaec6a9f10750,37.0,6,10,1,0.0,0,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,33b0625157d60f52a5168541e96bce2a223c620caab523cb1144c100740c6933,38.0,8,11,1,0.0,0,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,33b3132936365c2f1869cad773f130931257f9ace2549a9827c5598cb59a4208,9.0,7,1,0,0.0,0,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,33b3cbd03bed269b53589b97bc85cbe09d7ab8744f1e3fde5f4dee0f2f5855d3,23.0,10,5,1,0.0,0,1,1,0,0,0,0,1,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,33eab7795eed0213efec85b74d4c0845d0a165f01fb1b193b9f2a24e1bba9967,59.0,10,3,6,0.0,0,0,1,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,33ed17365b5466ee66f157fd363bf0591c2bc7eb661c5270d5dad6d703e05a86,39.0,21,11,4,0.0,1,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,33f0de1af4764b5cf8b140d2597a9a7b83b00e99c71dcb66b6e48b5fa58d38f7,211.0,141,27,8,0.0,0,1,1,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,33f51a5cf774cf3ba155ee62c3978f3f1962f3ae0613f116240f9b223b5407b6,153.0,115,16,2,0.0,1,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,33f7071af56c984448edd050f21a757d65ae0ae96d588166c1231da55728ed5c,332.0,187,22,44,0.0,1,1,1,0,0,0,1,1,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,33fab2300a1f26371b68460cbc7d9e44e9511cdd18531eccc302ffc4fc17273a,60.0,32,14,0,0.0,1,0,1,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,33fb0733b4529d1cff1d938c498f7b8181111c0132f1bde9e163256514df1346,21.0,17,4,0,,0,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,3403014f709a150cfd2095225c17321b33dbc5e965208bc4b3059886df7bd45c,155.0,48,76,11,0.0,1,1,1,0,0,0,0,1,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,3406ad3acf747858920cbc53c610e2979309af1d51fe16df63c1fe1a604c3d16,36.0,18,11,3,0.0,0,0,1,0,0,0,0,1,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,340a4be0f67c99f445233fa55f74c347747c6de44a61d2794b84a56965e20524,25.0,6,6,0,0.0,1,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,340e4660b236a340ed503293bbb3ae784ac03aae6189d563f76e0ff1c755880a,31.0,26,4,1,,1,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,34113875fbe5c9e6588808553bd257ca6fdf039c7bd72c24d63e7d493be774b2,139.0,39,23,16,0.0,0,0,1,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,3416d066f2572f9f8c8f10324b4994fd4b199b051be8a112bc2353ce84d5cdab,274.0,221,38,5,0.0,1,1,0,0,0,0,0,1,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,341a714282b9b6d03cf3f86642285e582acc98fde0f88db879fd7f28a7ad9659,40.0,10,12,1,0.0,1,0,1,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,341c0817fe4896afcd2179d348fea0358285b68d0851ff21f280a82aec20932a,13.0,13,0,0,0.0,1,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,3423f4849590a3d94065034ebca0cbca8478c78b98bbb1da996174551837725f,97.0,65,15,3,0.0,0,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,34254851827271516bd65ac279b4f4b4063fe40369c4726bd90dbb4dc7d7ef31,9.0,9,0,0,0.0,1,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,3436e3ea0bfdad856511553aed412fee4a63b45bee4fc23778b432eb4fcf6e1e,92.0,53,30,4,0.0,0,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,343c6ec9080a1d8c1916830ca227c5ae8fc02318600bbf7eaa7bd82ab2511298,68.0,11,20,1,0.0,0,1,1,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,3445eeef5f9c64bfa3324d1ea7afac395d551eefd70880190daad93b443fc592,77.0,53,13,2,0.0,0,1,1,0,0,0,0,1,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,344ae8b7f3753a5a2bc72461a35ad8e110ee0aa73669e74f6e8e8916149114b0,291.0,161,101,29,,1,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,3458653f3150fb5f2b032d4ecc861cf18e05b3e23c686656482aebb24405fe75,50.0,30,10,1,0.0,1,1,0,0,0,0,0,1,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,346071ad852c6c283fcbeb756034c1d7f6409b57854212182db17d44e5e8dd9d,72.0,54,3,8,0.0,0,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,346150e701a491af2939bf55f779597b5835be71239ef44c91e2eccf70cce839,486.0,396,12,14,0.0,0,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,346e8560f6af8345d136a6a0b1b663cd14cb42c7d9095430bfd3e783bd4d0f23,19.0,14,0,2,0.0,0,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,3471dd3ec17a98197ab4cecba8edaad61db856dd008dffec9b913a3e59eb8756,180.0,39,33,14,0.0,0,0,1,1,0,0,0,1,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,34762f9f0217086c27ec35df7b5eb7604b2a2b7410435e8932dd6e8ca1729673,,2552,406,268,0.0,0,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,347a0cc7e6782a35ed2043451f8788a8adef5977213cf8f8c1a4df453f98ed92,45.0,17,15,1,0.0,0,0,1,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,3481ebe3a67f382e94962a957e93522237f052d4aaca45e6a19a1b72070a4e17,33.0,19,7,0,0.0,0,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,34993abfddccdb629b52f8eb5ae267ea1e3444077046589cb64e6c67d02635f0,79.0,33,17,6,0.0,1,1,0,0,1,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,349c37100cbe6c47aced72d8d18b61fdbbfae482ae4f6015312f8ac0d7e96bcd,134.0,106,22,6,,0,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,349cb1fb69e0441ca52e00f24c09b0f98517c00c90b06200f03b5fb692337c3d,14.0,8,3,0,0.0,1,1,1,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,34b682b4588acfd3d910cd54eba55bf62f124973ecc26482bfaf0168552880a2,84.0,25,7,10,0.0,1,0,1,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,34c8fd80d1a3249d58c66d619a4070e2c8bafe10eac3d077ae1a52e667a9b492,18.0,15,2,0,0.0,0,0,1,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,34cf961fbbd92a5a6e1aad3c773f9f7d75cd6b1629869ae7af91ea4faf057564,14.0,6,1,0,0.0,0,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,34d901724de05a9f4ef78c9a840c92392655363c49b5daa126bf417242e82559,119.0,16,35,12,0.0,0,1,1,0,1,0,1,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,34dbdae587ac958d704f1dec1cd35c173efd72754d997fb5fa586cd89d4a40f6,12.0,12,0,0,0.0,1,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,34e1e411dbd67b0befde1ea5236117c23aad64e6c0fd967f152198bfb8c3013b,586.0,41,191,47,0.0,0,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,34fad12db8224236e6f33214c719c22d56d108cb1ee79b315d2ee470a07d9423,117.0,75,6,7,1306.0,0,0,0,1,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,350e3d13079ae7cb0a3344574725a0e9646d5ba4e9aaa1634adc11737c467109,254.0,96,75,25,0.0,1,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,352cfc912c2675a0591ddaa7dcefb8425adc9247a63cd110526cb3a1d509dd35,119.0,15,33,9,0.0,0,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,3534e97c7fcac4323dc13fde0aee1b1b4b5e483bf4c843594e2ba02483d0daa8,16.0,11,1,1,0.0,1,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,3535c7ec6f3b519f8f3ec564308bc27380debb9813eae8dee89608746b005680,26.0,22,1,1,0.0,0,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,35373369c1a9dcaa51995dcd3ab13be5323d1b1dc9b5b0e3d283262fe8391b9a,11.0,11,0,0,0.0,1,1,0,0,0,0,0,1,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,353e87bd18616d4e0104281c20169c1d82ee66cc398883f1f75ba2d0b9475ff9,62.0,45,4,2,0.0,1,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,354b864fd0d05764fe8b7ac4530beb0f79a46a7a26e60279661bce2f77874890,39.0,24,7,0,0.0,1,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,354dbe3fc61ebb34509656d4f6ce7ceaa99209eb42525d645f156be5f9f876d3,35.0,22,12,1,,1,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,35573c22c1419dd2094aa42ca437d06396e679a0cd9c596e2bdd79caff32aacf,23.0,7,7,0,0.0,0,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,355855aefb71ddc8bef992cc2adf8e429dd6c0e198ea66de1e0218334e3e79ca,879.0,224,87,26,0.0,0,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,355e4633dfe736bf784ca669e48dc84ac9f60640fd211652172d68a4b8792890,76.0,25,17,12,0.0,1,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,355edc67959a9f079cb63d5df5321262bc380cf413ca4479a2e46a54d289d28b,137.0,59,37,3,0.0,1,0,1,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,356068ff9f9f693ea96b0e4ca8f3141ad9b5ece8aa85a15217f8deaa655533bc,26.0,7,5,1,0.0,1,1,0,0,1,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,356ca96c68eae5ae5723ba38d13665425e9bcd358569af23578fb57a63901f9e,26.0,20,6,0,0.0,1,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,3571096b006cce580013d88185f20312c8a2b23129f6cdefd8873acc4f280339,165.0,52,32,25,0.0,0,1,1,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,359627c6c1271e87ca319e5bd5966f3cfde4656f57d8767d6a5948e516b79bf7,212.0,158,42,3,0.0,0,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,3599d0b5c54f7c5d597a4a765db32fa374a4bc76791430ed6900543a3bed9453,200.0,108,37,24,0.0,0,1,1,0,0,0,0,1,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,359ebb28d3c944e2cc3adc74eb23d72c581b204c240717a94cace37c8ac0cf90,79.0,38,38,2,0.0,1,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,35a291dc62421f6783b7e92af776222c73320d0beb1e49e32f3ad55115e40c3f,30.0,27,3,0,0.0,1,0,0,0,0,0,0,0,1
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,35b2cb88b4a189c4a2655720084d316f49ed6edc21612b4c20fe8e3c0e0653c6,260.0,154,42,4,0.0,0,0,1,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,35b559b12f864805c73f4ed4c47c0e8c7ff08cd87c42b5f280237de28a1e8d55,55.0,15,20,5,0.0,0,1,1,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,35bea0d1730fa2a50ff851ebda859f28b656bc0ec73a669d8b8b0e4838809c5d,423.0,248,62,50,0.0,0,1,1,0,0,0,0,1,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,35c18c279f690548b6aa361608ddeb6cd6acb966a91ed21a68f05afb1e428cdc,83.0,66,3,8,0.0,1,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,35c67d7b52d7a4d20fad9e293b8149c1648982d65f64f97bbc588c32e34b33ea,13.0,11,2,0,0.0,1,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,35cd51a3a2956b6476597c17aadfabbde17c2c32898ca682ec89d15e58e44f43,15.0,4,1,0,0.0,1,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,35ce45028e5781c75dcd35d81bb24de0f96d4f3bddd01c0cb37a7eea3ae2ce30,425.0,332,44,34,0.0,1,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,35d1dc1391c649bab0ae4ee80dbc144045b83345c11dac5f02a81904d6f92461,205.0,141,36,28,,0,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,35d67a6d0d3bce7618a536829c03f84629aa128dcd514fdf52971b18932f6943,35.0,10,3,2,0.0,0,0,1,0,0,0,0,1,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,35e28ca65ee7d6d30376a21267193a9a1141abf1da89a4465ac5ee9007617fe0,,628,159,65,0.0,0,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,35e2bc65f5c6743756413883b0d7bb9ef4ddd547d0566bd665a9e43801579c2c,112.0,94,7,1,0.0,0,0,0,0,0,0,0,0,1
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,35e392786b3196bb1a6f0f75ec1c80169b9b3a4fbb4ddb97a88e59314d9af6bf,16.0,7,0,0,0.0,1,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,35ea99d9a1cfc13d3f65589e43749aa81159e66682b807b82fe5744b82138444,,489,220,24,0.0,0,0,1,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,35f35e0c8659603b4072b80b025d61061274eb69a2bd06bf85b81a2187dd8917,207.0,21,67,1,0.0,0,1,1,0,0,0,0,1,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,35fcd054a6be2bf5357a1f65f17a9327473f43dc00053b5b25f39a33655ab11f,56.0,28,16,6,0.0,1,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,36093431b46d9ca8b7fde25ed3056ae90244c7f7054fc5bcee4e16c1ee748ed7,103.0,74,4,7,0.0,0,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,360960aba0700ea030bd8f4b15c02d2714b8e5fd60c30bcce9795cc0039ee9e8,23.0,14,2,1,0.0,1,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,3622ebeae8110d473d9d7b1c728748ad9b77178b195e1669c1a830a6e4ede6f8,642.0,505,81,3,0.0,1,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,362fd5c14318e4871769efe2150cb06ad75e897f3d03bf65faffaaba36f0a463,103.0,48,41,14,,1,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,363439fefcdb060a9a976366f01500b32315a7adf5e8cdf08fb0f756b1b86be3,55.0,37,6,1,0.0,0,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,36384393d77a295642b0ccab67a0147dd5f0c27b3f9533e6394b01b3df16a2ab,26.0,20,0,1,0.0,1,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,36460bf9e8fd268d33ba575689b52a143ffab3b7e8ec2a1e4b4e986c4158c33f,40.0,34,5,0,0.0,0,0,1,0,0,0,0,1,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,3646e952560f05cf9d2ccb37e6145b85ff0f4f8ec0eef54466370e441d813b82,80.0,62,8,2,0.0,0,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,364a201da4c62152eb1657335821a42c373a83a85eee3b84f746746185be10b0,159.0,120,11,17,0.0,0,1,1,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,36544cbc378bf7e217405e0eaf69b3cc8184906b686170b868652d5d9576f11e,134.0,81,9,9,0.0,1,1,0,0,0,0,1,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,3654996d891db762a2985221adbf2fac96b8497786656f3bec05f351cf4cb7eb,57.0,22,9,5,0.0,0,0,1,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,366abeafcab9af74625b51cbc1078b92ede227576d0975e3468ad6ba7dcecd14,256.0,103,22,9,0.0,0,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,3688ea87b185b2e605d2a647f657f867e5c709fe8f51fdbb991816b4dc5c13cb,13.0,11,1,1,0.0,1,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,3688edad2e056afe0b8b9871f5936c648a2d395f0fc313747c9c826270a601dd,42.0,22,8,6,0.0,1,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,36a7cc5e21b5a428cfa1662dae6d800e92dc523edca652114151740bc1b77891,35.0,8,2,2,0.0,1,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,36ac8df2e679c00f56c75677c6844092c134ace823160bc92841fcaf314bbc85,132.0,116,12,3,0.0,0,1,1,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,36b26e977e430d16b743c968413d0f16c9c0559e8d5d278b71a6e5e92bfaa2e5,16.0,14,2,0,0.0,1,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,36bd85c1fdf8e45cf453dbebe3f49e81691bd20d334fd401bab9ef0de11603cd,74.0,25,14,10,0.0,0,0,1,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,36bfbbefacb5ad3d214ca1972e6242e26dfb47f34cb02805e2fa357b00a0deda,93.0,67,6,3,0.0,1,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,36c31560dc5482b59db19ee69825f3cc991e8d6cd46d6d456887c7d208d449d8,212.0,169,8,15,0.0,0,0,1,0,0,0,0,1,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,36d02c8ab66f3b600809defc8e8b9d224eca0deb68626f109c6dd8ada1defa7b,228.0,142,64,1,0.0,1,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,36d855367619484d08410fe973fb4f6763fdc076e03024708df6464fc81b0e2d,687.0,426,225,36,,1,1,1,0,0,0,0,1,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,36e8c6c44d28a18a17482eb8bc92e4ed39ca6ecc2d68f1b65507fe1cf9b61ff4,86.0,33,16,6,0.0,1,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,36f04b307b53241f32617915802d6a6626357d271dbac48eff6618b9ddf85cf4,203.0,30,41,32,0.0,0,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,36f41d693543433d7d09c407f9064d8c99bca0dcc1308b011f4f6ddee4f1759c,375.0,311,34,30,,0,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,36fc3500cb379abaf54fb2b1d055cbe680f7103ee061606e8decfac23733edea,25.0,24,1,0,0.0,1,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,3706855049ca47898253b51e0d4441205da387911e4aefbca0b5eb67be5f19ca,46.0,42,2,2,0.0,0,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,3706fab95902d207093d6204bbcab180bf33bd54882eeed40de12809e7d1d824,8.0,8,0,0,0.0,0,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,370bf58b7acc29aeba57f2498415590e2fcfed35765483f0bdec23048e93870e,23.0,9,14,0,0.0,1,1,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,370c5b883d20686e5f469118890d3062360d3ebfb105da6fb78b386373201c2a,12.0,8,2,0,0.0,0,0,0,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,3711a873e92c566ee76f10d9c5b728a1d8199a679160cfea401810ce7998dca4,120.0,40,37,9,0.0,0,0,1,0,0,0,0,0,0
32fc18da91029ff09bf74fe9887eace6b5d2145809d583f696e344530508b064,37184d8c5d3ac584c6ee7ca9787ff8e02a16d601f7eb7c99d5eef859138a4388,31.0,4,4,4,0.0,1,0,0,0,0,0,0,0,0
