page_id,total_ads,estimated_audience_size_mean,estimated_audience_size_median,estimated_audience_size_sum,estimated_impressions_mean,estimated_impressions_median,estimated_impressions_sum,estimated_spend_mean,estimated_spend_median,estimated_spend_sum,advocacy_msg_type_illuminating_<lambda>,issue_msg_type_illuminating_<lambda>,covid_topic_illuminating_mean,economy_topic_illuminating_mean,education_topic_illuminating_mean
11bcf6a4f965915573956c85fbbb67595777cc3c4f03b5fda2204d179ef43870,4,825000.75,1000001.0,3300003,1999.0,1499.0,7996,49.0,49.0,196,0,0,0.0,0.0,0.0
11d245fe96aea961a9e3a92049b0dafe624d5d9a8604888c94b4cc030295b35c,6,1000001.0,1000001.0,6000006,499.0,499.0,2994,49.0,49.0,294,1,0,0.0,0.0,0.0
11e40c7dfbd0bca90a0024277fdc9af6ea3cb79d008c6a6ba8c6e13d52fc2012,17,914706.65,1000001.0,15550013,116969.65,22499.0,1988484,1219.59,549.0,20733,1,1,0.0,0.0,0.0
11f8823ea3c6d0909c3ff3cdee66d83f88f357fd1b89c066919952814c2a7bde,3,1000001.0,1000001.0,3000003,3165.67,3499.0,9497,49.0,49.0,147,0,0,0.0,0.0,0.0
1210a3e30f8262321ca459f8e027f8b4e59241c1a5580571558d001182577553,1,300000.0,300000.0,300000,7499.0,7499.0,7499,49.0,49.0,49,0,1,0.0,0.0,0.0
12364fd2c77c2e23044f16c610b3a27a0f23dae35d503d85340b113e6d3d9161,23,0.0,0.0,0,1542.48,1499.0,35477,49.0,49.0,1127,1,0,0.0,0.0,0.0
12414d3cc7d45a274d213302cdeab437daa5b82f25f899b3d76fe20d91bbaba8,1,300000.0,300000.0,300000,27499.0,27499.0,27499,949.0,949.0,949,1,1,0.0,0.0,0.0
1241b9498cb5da489b4063c5768ec02c02d13126ab8d7f02b6e9918c06c68e85,5,720000.6,1000001.0,3600003,201799.2,2499.0,1008996,32579.0,49.0,162895,1,1,0.0,0.0,0.0
1252a4de1c79870350f91bc25388af83ddee48821dd4cb0e4d4b3d742ae8f574,3,30000.0,30000.0,90000,832.33,499.0,2497,49.0,49.0,147,1,0,0.0,0.0,0.0
125da78736eb8ed5bd55b0883b3bfc1a732d32fb9fc59825e29626fb93ac9121,1,1000001.0,1000001.0,1000001,6499.0,6499.0,6499,49.0,49.0,49,0,0,0.0,0.0,0.0
1276081e7c7ea52da97a2bc90c9aa812b7f5fdafa4ae091e2088c919a3d89c79,8,1000001.0,1000001.0,8000008,45624.0,48749.0,364992,386.5,449.0,3092,1,1,0.0,0.0,0.0
1279797efa946b56e8e7587b50961a58fa4c7723b6add2b763e7da2ffe87072e,5,62320.0,3000.0,311600,12699.0,12499.0,63495,69.0,49.0,345,1,1,0.0,0.0,0.0
127d7ef25eed74c56748d2bd8dcc4656528952632ed78e6cfde049fd36e2bdd5,2,300000.0,300000.0,600000,7499.0,7499.0,14998,99.0,99.0,198,1,0,0.0,0.0,0.0
12803da4ecacd4ae7f62a3d769fdf15a7e02f7d85951b01ceaf4dcbee74dbb2f,13,220384.62,300000.0,2865000,19037.46,8499.0,247487,341.31,149.0,4437,0,0,0.0,0.0,0.0
1288fb67692fe65a390dfde590bf8957b69b68952d0bce1f7618b45827375188,2,1000001.0,1000001.0,2000002,124999.0,124999.0,249998,2499.0,2499.0,4998,0,0,0.0,0.0,0.0
1289ec4cab90c8d336442c2927ea28279e881e7b520f3b62234267ea455363d8,3,1000001.0,1000001.0,3000003,1165.67,1499.0,3497,49.0,49.0,147,1,1,0.0,1.0,0.0
12cd8998a61e224115dc2dbbe440625e578c887cc358c74b8405633a0ef26c13,38,22302.63,30000.0,847500,88091.11,74999.0,3347462,1749.0,1249.0,66462,1,1,0.0,0.0,0.0
12d6a6a8a362fa0a3804dee2fcfe5b6e617ef52b8a756e01ae7c77ecd175aaaf,1,1000001.0,1000001.0,1000001,499.0,499.0,499,49.0,49.0,49,1,0,0.0,0.0,0.0
12dec6989e2d6a80af4e419c9601cdb53eef9b66c1fc04bb611f74c72e2a27f4,1,300000.0,300000.0,300000,5499.0,5499.0,5499,49.0,49.0,49,0,0,0.0,0.0,0.0
12e12f624d5c14d76cba6c0cc8642e5666a02338fccdf147eb86d13de3321972,14,27253.57,30000.0,381550,7927.57,1499.0,110986,63.29,49.0,886,1,1,0.0,0.0,1.0
12e2855891646d7ecfbeb85a9463f45db642bc3a42e5ed7a6d9f3fd001c22ba3,3,1000001.0,1000001.0,3000003,1499.0,1499.0,4497,49.0,49.0,147,0,0,1.0,0.0,0.0
1314ca30c5d0abc4931bdc9416d96c42010f5627819b3a1cad25c683f08ca015,1,550.0,550.0,550,1499.0,1499.0,1499,49.0,49.0,49,1,0,0.0,0.0,0.0
131861b031c769a50b6e3cac7846a25259e734195105ad4c9d072979541743be,3,300000.0,300000.0,900000,17499.0,17499.0,52497,415.67,449.0,1247,1,0,0.0,0.0,0.0
1328f09298a10cd1bfe6edd54bec81e625ad52db07140027e3ef5185e40391a9,4,300000.0,300000.0,1200000,83249.0,28749.0,332996,1224.0,299.0,4896,1,0,0.0,0.0,0.0
132e8918e9d3dbfba4e31577c93c301eacefdd91f44b3c20787dc4a9ce9c0b94,2,500275.5,500275.5,1000551,499.0,499.0,998,49.0,49.0,98,0,0,0.0,0.0,0.0
13320ae847672c827c5f7ae5030d51332b9d79a4de9f8c6fab020e7a33525296,108,868750.83,1000001.0,93825090,11128.63,499.0,1201892,255.48,49.0,27592,1,1,0.0,1.0,0.8
1357160cecc36089ce830a95ed4bfaab8fccd19fd91d1177f9e557ce893c4604,30,966685.97,1000001.0,29000579,18132.33,17499.0,543970,49.0,49.0,1470,1,1,0.0,0.63,0.0
136055734798352475e0e9e2418f3c66e34f9bb4a682badf2edaeb028ed6e51f,1,1000001.0,1000001.0,1000001,749999.0,749999.0,749999,1249.0,1249.0,1249,0,0,0.0,0.0,0.0
136756d34bc2dfd1ec92e31729cf94c3d9966324351800f3974c45e7a4c22e83,3,25183.33,550.0,75550,832.33,499.0,2497,49.0,49.0,147,1,0,0.0,0.0,0.0
136f792002bcee7d2028a50eb4183e106887cff87e628ec726ec405f728cf766,56,991072.39,1000001.0,55500054,15275.79,4499.0,855444,175.79,49.0,9844,0,1,0.0,1.0,0.0
138f883bc5d1ccf356f9d1894c40d52c6682e0c83a2e7ca7a503f59e3f865785,2,300000.0,300000.0,600000,649999.0,649999.0,1299998,10499.0,10499.0,20998,0,1,0.0,0.0,0.0
139a1328d9641c4aa2fd312ff651dbb72c07dc2bd813a56a4bff4c3e6e190174,1,0.0,0.0,0,6499.0,6499.0,6499,49.0,49.0,49,1,1,0.0,0.0,0.0
139a40c477c64aa37ed7df87d196fe0eb31a75956a3c61942393e07878fc7921,3,1000001.0,1000001.0,3000003,13165.67,12499.0,39497,49.0,49.0,147,0,0,0.0,0.0,0.0
13ac7017bfa234ef383019a2160ac001b5cfa211c25afb37826de00b688a2d30,2,1000001.0,1000001.0,2000002,6499.0,6499.0,12998,49.0,49.0,98,0,0,0.0,0.0,0.0
13ce28fda42b684c7f3246aed5a96b6ef115228c407a0b5745e8aafa8d9b07c9,1,300000.0,300000.0,300000,2499.0,2499.0,2499,49.0,49.0,49,0,0,1.0,0.0,0.0
13d9a3aa8e0aa8b53750c58bc78b78af640e091c822e8a36258415d5d7db7bf6,2618,997327.4,1000001.0,2611003143,30635.75,1499.0,80204405,508.55,49.0,1331382,1,0,0.0,0.03,0.0
13eeb54e31ffc8c406bd761186afa1834f0c2dce87539363438bc7083f1f1cc5,4,187500.0,187500.0,750000,54249.0,25499.0,216996,1424.0,449.0,5696,0,0,0.0,0.0,0.0
14136910608569257baec0d73d359a4b7013a588532843d43a69154df94b1b85,1,0.0,0.0,0,499.0,499.0,499,49.0,49.0,49,0,0,0.0,0.0,0.0
1436220b76cc3dc6962203d4a553c65e2ee99b1e7baab6cdb8592944fb4d6479,2,30000.0,30000.0,60000,27499.0,27499.0,54998,299.0,299.0,598,1,0,0.0,0.0,0.0
143c8ca383b546fc78b48395cfdfea16089f380a386170d80588050c3980891e,1,300000.0,300000.0,300000,17499.0,17499.0,17499,249.0,249.0,249,1,0,0.0,0.0,0.0
1449186543a6744e0e4a6cc0b3e1ae7c0ea84c74b00e221c7d7382c2a1c71947,24,1000001.0,1000001.0,24000024,7582.33,999.0,181976,182.33,49.0,4376,1,1,0.0,0.25,0.0
144b47b6f1dfc3261bae0ffbbccaa28779c0d31fe64edf522803de8ae380f428,132,193113.66,75000.0,25491003,99029.33,27499.0,13071872,1884.98,749.0,248818,1,1,0.0,0.58,0.0
14710fe93a8c6c4512c86baa53c5713b72e0e74f7be4fc40feb6cc1c20d732e8,2180,332740.02,300000.0,725373237,31998.09,5499.0,69755834,760.01,149.0,1656820,0,0,0.0,0.0,0.0
147c3c285c429315cd1786d45ac69b2431337e5af74ef02e940f243033e6f92c,16,737500.62,1000001.0,11800010,10811.5,1999.0,172984,305.25,99.0,4884,0,1,0.0,0.94,0.0
1486dc4fe4aef6b973a0a00b3101ad20b7bd7499ba7c5c17ef538191c7f30bab,1,300000.0,300000.0,300000,3499.0,3499.0,3499,49.0,49.0,49,1,1,0.0,0.0,0.0
1487716df214a4964261a984853103912f856f344a4fdb87d4831812488ee786,52,411079.08,300000.0,21376112,15306.69,12499.0,795948,56.69,49.0,2948,1,1,0.0,0.31,0.0
148a3d570d5ac2ce9d044757f08f0e9d4feae35b27d1437e95313ccce66eb4fd,61,311475.43,300000.0,19000001,17359.66,3499.0,1058939,203.1,49.0,12389,1,1,0.0,0.15,0.0
14a0ac00cf70ae35b3de493c7fb97f20e87f669ccb2aa34ef51a7b4c34bd9cec,1,75000.0,75000.0,75000,84999.0,84999.0,84999,449.0,449.0,449,0,0,0.0,0.0,0.0
14a232cbf0da02957099faa14966f724f8db985a1e97f4871fa916d24f5fc160,1,1000001.0,1000001.0,1000001,3499.0,3499.0,3499,49.0,49.0,49,1,1,0.0,0.0,0.0
14aebc349bc2c2df6ba669b0a2b210942619391623c911d791a497c110a52276,12,139500.0,52500.0,1674000,21124.0,8999.0,253488,340.67,299.0,4088,0,1,0.0,0.0,0.0
14b965fafd04ae85ed42eea51f1e4b1f34e3615ed0e1d6986758e17ac274fb35,4,1000001.0,1000001.0,4000004,273999.0,168749.0,1095996,324.0,299.0,1296,0,0,0.0,0.0,0.0
14c00e997b81fcbd350ea99680bab58f9e4a9bff407e809db8f034848fcb7ae5,1,75000.0,75000.0,75000,3499.0,3499.0,3499,49.0,49.0,49,0,0,0.0,0.0,0.0
14d0353a82ecb08c91a04eb9b62c9ac266e3b1fa208183db6729172390cc0632,22,988637.32,1000001.0,21750021,9044.45,4499.0,198978,135.36,49.0,2978,0,0,0.0,0.05,0.05
14d761cf0e827a98e6343704cee8cfa3229fe087e2725d1ced3ac44d049888f5,1,300000.0,300000.0,300000,2499.0,2499.0,2499,49.0,49.0,49,0,0,0.0,0.0,0.0
14e4671e15f577a0be2752eb530501a57ddb540d3c421d8595c076fe102e72b0,1,300000.0,300000.0,300000,12499.0,12499.0,12499,149.0,149.0,149,1,1,0.0,0.0,0.0
1501aaa4c86eec2743ba762f189f4461790286ce91c5d89dbe7a43a3c18e29f3,1,30000.0,30000.0,30000,1499.0,1499.0,1499,49.0,49.0,49,1,0,0.0,0.0,0.0
150e8de043d212a77eb9690a8d53c774c9161b5700cf05527f244e7e396558fa,19,742105.89,1000001.0,14100012,25314.79,12499.0,480981,617.42,449.0,11731,1,0,0.0,0.0,0.0
1515532f1c05ad3834e0479699fef430077860565b5e0660157c62f06901858e,6,1000001.0,1000001.0,6000006,9665.67,10499.0,57994,99.0,99.0,594,0,0,0.17,0.0,0.0
151c17287b2121ce71291256f2da55b9b10655dd054fc6755b90dbd595b06d11,4,5250.0,5250.0,21000,5999.0,2999.0,23996,174.0,149.0,696,1,1,0.0,0.0,0.0
152276489003681ca17848b2af8e87e80ffff744bc05090332d93696920652e6,2,1000001.0,1000001.0,2000002,53749.0,53749.0,107498,249.0,249.0,498,1,1,0.0,0.0,0.0
153062f1eb182102403acb81193afa2292a98ad507124614af0cd213b1d89030,3,103500.0,7500.0,310500,3165.67,499.0,9497,149.0,49.0,447,0,0,1.0,0.0,0.0
1533da0e0dab66477274755ea1a6be7b8220b4128b46eb012556f22cef40add3,1,1000001.0,1000001.0,1000001,9499.0,9499.0,9499,149.0,149.0,149,1,1,0.0,0.0,0.0
1552fe09d7464bcf83523bce650bdb1176617394bd657d2cfa87edda88dea85d,3,7500.0,7500.0,22500,1832.33,1499.0,5497,49.0,49.0,147,1,1,0.0,0.67,0.33
156ad7a00db7e6e07eb5df5df2d4d939279bf800ea83b7d6bd9c2c7ac908752e,2,75000.0,75000.0,150000,499.0,499.0,998,49.0,49.0,98,0,0,0.0,0.0,0.0
156ecc6c24c3de7b0d5fb952fe6a9e3e43f7e9deaf3f8956b90fd2b06f63830d,66,1000001.0,1000001.0,66000066,2658.09,499.0,175434,99.0,49.0,6534,0,0,0.42,0.0,0.0
157925ebf505b92b1a07177517e8dd21e915d7a9d39b0974bbed2e91848acc00,3,1000001.0,1000001.0,3000003,54499.0,47499.0,163497,715.67,849.0,2147,1,1,0.0,1.0,0.0
158796ad2e5fd6b011c62c4dd70c8c0f6fb8abe270f3eebd988b6405e6f700d5,3,1000001.0,1000001.0,3000003,832.33,499.0,2497,49.0,49.0,147,0,0,0.0,0.0,0.0
1589c86aa8cbe1b08e9739f8fdcf4ebff1acb717cfa6077bd4fffa7502aac519,5,1000001.0,1000001.0,5000005,5299.0,4499.0,26495,49.0,49.0,245,1,1,0.0,0.0,0.0
159139867e374e42ca5bcb0d3fa888d1b6874e2124999ccafe26eeea7792c575,2,30000.0,30000.0,60000,3499.0,3499.0,6998,49.0,49.0,98,1,1,0.0,0.0,0.0
159893f47f8e40574d43516ac7730f8ed896f70cb8f0cb80907dbda95e6ca041,1,750000.0,750000.0,750000,22499.0,22499.0,22499,149.0,149.0,149,0,1,0.0,1.0,0.0
15c8462e68ed7d81ea68c700f6f019eff704311e26a327d311609a9c2fcbcb80,3,300000.0,300000.0,900000,5832.33,2499.0,17497,49.0,49.0,147,1,1,0.0,0.67,0.0
15cc47227e33b0f925c15161f4ecc0a4e05cf8422f3d5ff583a4f1b6ba4304d8,2,16500.0,16500.0,33000,15999.0,15999.0,31998,349.0,349.0,698,0,0,0.0,0.0,0.0
15d53794e57ed79d8a65b26bec91f5ac1d8ea6029e138e74f1eaee9eeb64bcd9,1,300000.0,300000.0,300000,4499.0,4499.0,4499,49.0,49.0,49,1,0,0.0,0.0,0.0
15fc8f331253d141d032db5c34ffd64c3bb92743daa4f18c4abd78c639d2e99e,1,1000001.0,1000001.0,1000001,499.0,499.0,499,49.0,49.0,49,1,1,0.0,1.0,0.0
1625e2858d06f710268626296e5e06ed269205e23d5ee94b5376ee4bbba31131,1,300000.0,300000.0,300000,499.0,499.0,499,49.0,49.0,49,1,1,0.0,0.0,0.0
162ad6e91cb55cb56e29c16b006b77d622d0b7667b9e9d0f96718e4d53ae9a8b,1,1000001.0,1000001.0,1000001,374999.0,374999.0,374999,349.0,349.0,349,0,0,0.0,0.0,0.0
163248fc5e723a1ef7d8c27ac2b92407806b98d5e63ecf97a13c525914cee7d6,16,1000001.0,1000001.0,16000016,470155.5,449999.0,7522488,1124.0,599.0,17984,0,0,0.0,0.0,0.0
163b24f0e49343833ad0dd1a2c578ef12549197a6bb760795d05bfb01ce6cc02,14,1000001.0,1000001.0,14000014,570.43,499.0,7986,49.0,49.0,686,1,0,0.0,0.0,0.0
1645e0d88d22ef61501653d90479acbe8440498a9acb451771a2599c0937e2f6,8,1000001.0,1000001.0,8000008,17249.0,10999.0,137992,74.0,49.0,592,1,1,0.0,0.38,0.0
164abd5deb0e1bb1e5f0306673e4c4b4e7d8c8da409be7f09ac92c9fc775375a,2,52500.0,52500.0,105000,19999.0,19999.0,39998,299.0,299.0,598,1,1,0.0,1.0,0.0
166402835078d48c2133950e0df455d96ae6840648c462603b1f70f33c3e1ae8,2,1000001.0,1000001.0,2000002,799999.0,799999.0,1599998,1749.0,1749.0,3498,0,0,0.0,0.0,0.0
167e76f47c8fe68dff3d7f97c13b0ff824abc96480c52deed5bd5cce2d385660,1,1000001.0,1000001.0,1000001,6499.0,6499.0,6499,549.0,549.0,549,0,0,1.0,0.0,0.0
16843e414e9ff6b71f2dea390b12cb8466461b9215186a23a51bd57db382fc62,12,1000001.0,1000001.0,12000012,13540.67,8999.0,162488,249.0,249.0,2988,1,1,0.0,0.25,0.08
1694a6b97af6c339c699d3577310cdbe1e63aad4f4aa93c45949230e36624e91,592,908404.49,1000001.0,537775457,46943.26,17499.0,27790409,385.74,149.0,228358,0,0,0.0,0.0,0.0
169c4eb0873c073fb84d148bb24f8ab1be0c18c3604fd606fdabc51760ae42d1,2,37775.0,37775.0,75550,1499.0,1499.0,2998,49.0,49.0,98,0,0,0.0,0.0,0.0
16ca6b0f18cdfd4f78bc5fb3b331f68eba9b0d1ddc68221cd5653ed2f7ad0aa5,14,467678.79,300000.0,6547503,17534.71,12499.0,245486,206.14,149.0,2886,1,0,0.0,0.14,0.14
16f4d051747fe8ca590b843dca0d898f5af544e64fa4baef68a3a5599f6714e9,9,1000001.0,1000001.0,9000009,1387.89,1499.0,12491,49.0,49.0,441,0,0,0.11,0.0,0.0
170163a6fd5491b3d20014e32e67f87e04b8cc5989326d5d0edf43689390785c,13,730769.85,1000001.0,9500008,1268.23,499.0,16487,95.15,49.0,1237,0,0,0.15,0.0,0.0
170c62ca0949cccee42a8c718e8c245335dbb5a3013633ced69b1ec2e853a84b,1,3000.0,3000.0,3000,2499.0,2499.0,2499,49.0,49.0,49,0,1,0.0,0.0,0.0
170ce48ca524918ab431ec789cf9cebdf57634556c81931ff084ec70905e3a7d,1,300000.0,300000.0,300000,499.0,499.0,499,49.0,49.0,49,1,1,0.0,1.0,0.0
170fae8e20ae85ac98542dbec37919d0ea8a7003e41f22d97eb58b42908fef8c,1,0.0,0.0,0,499.0,499.0,499,49.0,49.0,49,1,1,0.0,1.0,0.0
173a023c8fb457bc94324c4daf7d1bfa1e0ff0f2cb35bc60d59a753afe2caae8,10,541305.5,650000.5,5413055,25249.0,1499.0,252490,299.0,49.0,2990,1,0,0.0,0.0,0.0
173c84995de13d6c97d3217e8f8583ce6b24f92ee5b53d789767920701e18d4d,1,75000.0,75000.0,75000,3499.0,3499.0,3499,49.0,49.0,49,1,0,0.0,0.0,0.0
173d7e967f6fe0d94c33f0f2483abbf44a915b0c0d9f76df0997ffc38508edea,4,1000001.0,1000001.0,4000004,499.0,499.0,1996,49.0,49.0,196,0,1,0.0,1.0,1.0
1744dfa2bbc179158fc6287c9e3e384348cefe77a62ef40fece7e73a5225a570,1,30000.0,30000.0,30000,2499.0,2499.0,2499,49.0,49.0,49,0,0,0.0,0.0,0.0
17489ede5f1c7cd8f03c269b70467ba41d1fdde68cc67cfeed0c2f0c09be5a61,1,1000001.0,1000001.0,1000001,3499.0,3499.0,3499,49.0,49.0,49,1,0,0.0,0.0,0.0
174a917da1edb9d09e767aebd199e2b31745eafbf83cd46b4dbd10630b341812,20,404555.25,300000.0,8091105,21524.0,3499.0,430480,524.0,149.0,10480,0,1,0.0,0.0,0.05
174b0ddddbd0848de5b4c0f2b79f0ecf728e16f211883e7fa397fffb36d98f96,1,1000001.0,1000001.0,1000001,499.0,499.0,499,49.0,49.0,49,1,1,0.0,0.0,0.0
175d221a4650ecf4ed78b7f55e5ee151c29628e319fe1cc77a27f08f631831b5,2,165000.0,165000.0,330000,499.0,499.0,998,49.0,49.0,98,0,0,0.0,0.0,0.0
17677c2076e380e003e1142b0b13a45c478833227da2037f444d594d9e4c4a22,118,341949.15,300000.0,40350000,108088.0,19999.0,12754384,1894.76,299.0,223582,1,1,0.04,0.09,0.03
176ad74b2acb860b0f8ea89ed8ad31f47ec6ad1682456b7321a7bd701da051a2,1,1000001.0,1000001.0,1000001,64999.0,64999.0,64999,1249.0,1249.0,1249,0,0,0.0,0.0,0.0
177460aed636083669fac1aac587262fb87b3dce65b4618c3a3801a5ba8e5b68,19,55300.0,3000.0,1050700,16472.68,3499.0,312981,233.21,49.0,4431,1,0,0.0,0.0,0.0
177d4d35edd6092d57f11f7f4e2719f7eb4c0570311f0a3375eaf895330a9042,2,30000.0,30000.0,60000,21999.0,21999.0,43998,449.0,449.0,898,1,1,0.0,0.0,0.0
178d88a0e7c2477df546c5e61bcab0eedd43dea7d689012c990ccf2f3c4e2280,1,750000.0,750000.0,750000,7499.0,7499.0,7499,149.0,149.0,149,1,1,0.0,1.0,0.0
178e1e42711bbebb7e938b5856d9fa3cab79ccd973856a6b8ccaa267d1eea806,1,750000.0,750000.0,750000,5499.0,5499.0,5499,49.0,49.0,49,0,0,0.0,0.0,0.0
17ba66547ed02cd6620ed8f3455f41a4eff13464a6372ca44bbfcf36a80acae8,2,30000.0,30000.0,60000,22499.0,22499.0,44998,199.0,199.0,398,1,1,0.0,0.0,0.0
17bed8832a97536c52d434a7b7206e8bae94afb29baa461de8b96b9052ba1b37,1,300000.0,300000.0,300000,1499.0,1499.0,1499,49.0,49.0,49,1,0,0.0,0.0,0.0
17c28a74058ef40e33707d18c4e9eae86816a1a040cb29b6efdf03ea313765d8,13,64269.23,75000.0,835500,26383.62,6499.0,342987,525.92,149.0,6837,1,1,0.0,0.46,0.0
17c3e51e21ca662370917edbbed21ed3ba4ab5dd559cbbec799841729a75605a,80,928221.52,1000001.0,74257722,30017.75,17499.0,2401420,150.25,99.0,12020,1,1,0.02,0.49,0.19
17c9bac415c7b70661ca2eca76b7e9eb309d9c8a392a9048fbdbc8d91c6fcfe3,1,300000.0,300000.0,300000,1499.0,1499.0,1499,49.0,49.0,49,1,1,0.0,1.0,0.0
17d774e2fe44d7ee9e6b2ccf1bfcfe67ce7219f529943070415a40d819440ceb,5,1000001.0,1000001.0,5000005,3499.0,2499.0,17495,69.0,49.0,345,0,0,0.2,0.0,0.0
17d9b9264d029f4436883a2c4dc8da8e6848ebe3fc616649a5a139832e28086e,17,300000.0,300000.0,5100000,5263.71,4499.0,89483,66.65,49.0,1133,1,1,0.0,1.0,0.24
17dc4f75d898c8799c989c34406f0cad590badbc9b010d517ba2fe1b5f8ac50b,1,0.0,0.0,0,499.0,499.0,499,49.0,49.0,49,0,0,0.0,0.0,0.0
17ea37c043cec7d107ae5e8de24f4154d6b186a4c764993a5e83aaffb9f2cbae,2,1000001.0,1000001.0,2000002,18999.0,18999.0,37998,249.0,249.0,498,0,0,0.0,0.0,0.0
17f7e250b66fbb92286874d4b7b1f8fae997bb148505f6dcda4138dba39f8c89,5,30000.0,30000.0,150000,20699.0,17499.0,103495,229.0,249.0,1145,1,1,0.0,0.6,0.0
181b5c33652d41cfa2ea7d40c4e235c38ae57c39822be55f4ba391e9f2814408,107,794185.31,1000001.0,84977828,27601.8,499.0,2953393,307.88,49.0,32943,1,1,0.09,0.26,0.0
182fb7b32ff3405cffffe370106be58b6f10f5fee61b4c074bce932461d65f39,1,75000.0,75000.0,75000,1499.0,1499.0,1499,49.0,49.0,49,1,0,0.0,0.0,0.0
1831cc1390b47d3ac64e8e6ad46f10e5b94419f1c6771ccb8493fd02625a0ba8,2,1000001.0,1000001.0,2000002,999.0,999.0,1998,49.0,49.0,98,0,0,0.0,0.0,0.0
1841176653a7161631395c3fd76ab7838a691dbd9c0bbb8ef3ba32bb1daddbe1,21,507524.19,750000.0,10658008,832.33,499.0,17479,49.0,49.0,1029,1,1,0.0,1.0,0.0
1854c814e0f6bfab03467e05f9d4e577a6863b9d9081d19a6e207836f02606ee,2,875000.5,875000.5,1750001,2499.0,2499.0,4998,49.0,49.0,98,0,1,0.0,0.0,0.0
18551b142ba2d2bf3cb0bfc72c4ed1cb9a3972bb8dceaa1b0cf9d614e199dba5,5,174000.0,30000.0,870000,7499.0,1499.0,37495,149.0,49.0,745,1,0,0.0,0.0,0.0
185aa2959bdcd5b014aaf3eff8356426fe675b1fcac60e77280c43bfab237c9a,128,562818.51,1000001.0,72040769,2483.38,499.0,317872,137.28,49.0,17572,1,1,0.0,0.0,0.0
185d4fb34dd05dfbc07f6520e3f1ef209e83b599c95396f5d7dc566a7232f055,1,30000.0,30000.0,30000,5499.0,5499.0,5499,49.0,49.0,49,0,0,0.0,0.0,0.0
1861151f4232ad0689a9a25886362c2986a01b4602c9a891bb3cc007b8722b2e,1,0.0,0.0,0,499.0,499.0,499,49.0,49.0,49,1,1,0.0,0.0,0.0
186627d4ae7cc278ffb604381b1e1d87a2c296e0efd50d8d98035ad6db5741a2,3,916667.33,1000001.0,2750002,2832.33,2499.0,8497,49.0,49.0,147,0,0,0.0,0.0,0.0
1892c6b4c6e6397c11c5065532eff0d7fd725f14a7c0edb41b7a1e8e4b0074a9,8,520000.25,525000.0,4160002,2874.0,1999.0,22992,49.0,49.0,392,0,1,0.0,1.0,0.0
189fb517a231dfa1ee5721f2d746b724050378477605bd5d49f988253638da97,4,165000.0,165000.0,660000,5249.0,4999.0,20996,49.0,49.0,196,1,1,0.0,1.0,0.0
18a868e6f40abaa8cd53cfecb1dc4153696960837420d5ff7d1e6730d90081c6,4,345000.0,300000.0,1380000,6499.0,6499.0,25996,99.0,49.0,396,1,0,0.0,0.0,0.0
18c1fd0961c3e8ffc2f7981a28f50aabe82add5bfe264ac45a897ac3ae672ac5,1,3000.0,3000.0,3000,84999.0,84999.0,84999,2249.0,2249.0,2249,1,1,0.0,1.0,0.0
18c3834f90ec1cece1f303854c0b423e63107ec8f25a1e9d4b112ed9dc24ea41,1,1000001.0,1000001.0,1000001,37499.0,37499.0,37499,249.0,249.0,249,1,1,0.0,1.0,0.0
18e5eb0a7f6cde4ba0c39e982a967934e88266a39b56c6f8d718e71e151aa258,3,225000.0,300000.0,675000,87499.0,112499.0,262497,1249.0,749.0,3747,0,0,1.0,0.0,0.0
18e943482d20982681c7cbf855a000cb76a373b0a2192447aab36ca9003d4f84,2,1000001.0,1000001.0,2000002,1999.0,1999.0,3998,49.0,49.0,98,1,0,0.0,0.0,0.0
18eabf16a06b8f5136938e7524ed725c352c36c1949daa0a0e6454ff7ab2bcc3,2,30000.0,30000.0,60000,44999.0,44999.0,89998,349.0,349.0,698,0,0,0.0,0.0,0.0
18ede24b49cf515ea7ce535a775b9ddc84cf15ad2674c382740953f50eb4baca,1,75000.0,75000.0,75000,94999.0,94999.0,94999,2749.0,2749.0,2749,1,1,0.0,0.0,0.0
18fc115c132668cb536bd27888e852e19d204bc701f59f710c02421aaf733739,11,1000001.0,1000001.0,11000011,92544.45,499.0,1017989,2217.18,49.0,24389,0,0,0.0,0.36,0.0
190183dc2a10d3c884109b92ecea299c2f952ffdf42f849cdc53e95b3a52aafd,40,775825.7,1000001.0,31033028,149699.0,79999.0,5987960,1220.25,849.0,48810,1,1,0.0,0.0,0.0
1902144c4ca05a27c21ccebf112a3bc1d4105f3c618d133c5186e34c1e93180e,4,41250.0,41250.0,165000,12499.0,12499.0,49996,274.0,249.0,1096,1,0,0.0,0.0,0.0
19025e1e6a7f4e9f3b42bec422622aecc568d3452ab27bb8d62d0ec4db355a84,32,934375.91,1000001.0,29900029,41139.62,22499.0,1316468,1478.69,649.0,47318,1,0,0.0,0.0,0.0
1906496de05eca223240044e0996537e6daa1fc925bdc1c095b0f74c74168322,2,37775.0,37775.0,75550,999.0,999.0,1998,49.0,49.0,98,1,1,0.0,0.0,0.0
1928142f8301a0d6dc19c6740c901a681a50b97d33f88ffac11fdc27bf52a5bf,1,1000001.0,1000001.0,1000001,3499.0,3499.0,3499,49.0,49.0,49,0,1,0.0,0.0,0.0
