source,id,retweetCount,replyCount,likeCount,quoteCount,viewCount,advocacy_msg_type_illuminating,issue_msg_type_illuminating,attack_msg_type_illuminating,covid_topic_illuminating,economy_topic_illuminating,education_topic_illuminating,environment_topic_illuminating,incivility_illuminating,fraud_illuminating
Twitter Web App,276b8c29e29d7b1d46b0a5b7d2247b9b24d75cc3472832bbe07f71e9c88c07d5,22,258,132,14,100869,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,27784066f7e2acdd1c1bc3ab5a0cc330b0cb219f9da90a8d4b422584c5158057,283,98,778,7,30993,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,2781c55f046be657a140359f0840d47cffa0bfcfe9c00ae677406e102e6297fa,2118,326,3866,98,157326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,278df68dac3f05e0c200c88fbab156ddd14b0f35ce857fa1ad8eec0e46bd12a9,226,159,683,5,41407,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,27958c57284b8c8efb43c7bb401f029bce20134c234d22d154e2948b4290df1d,251,63,752,6,30477,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,2795f21da94701a8dcb20e2252a95dc8a4a91ee37ba93ed732bad7c10eea5bc9,990,105,3756,16,116126,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,279efc22c46b5cc2afa7d2df4a2b6bbafebc85e1af351b8423efa617dd7a45c4,83,59,1198,4,116321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,279f0c6fa2c12d0aa8f9670fcd6a8623ed145bb37dadd00c28ed67973fd90da0,4,9,29,0,362,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
Twitter Web App,27a05174dc7a5d5b2a3dd3d4096ae7e4214caa5c8f47fcfccb91276197c8014e,257,1046,1105,65,115291,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,27aa113f06140fca16c4eddebd579864adb021a6b4540cbcaf66cc750e81c1c6,290,171,1899,18,244050,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,27aad8b4807a969dc771061047f7431311923d0f1fdcfaa8e1ca18dd32d5fd7f,950,607,5272,164,464118,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,27bc18766be9b6aafd3a9747e11d52443b8a059a79e5f7c151c5b1a41d9cc0c9,393,183,4169,26,1018662,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,27c65da6179cc8200d696ef608e0a54bb72d0d758233e2b009fec4476181da75,296,183,1202,23,46655,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,27c941f4266e1c370da5a87a2da6fd78416f2d6834eeada2a66499aa48d85400,1173,437,6662,67,311233,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,27cccf94e3a80642e3a1201afe262dfb0598cdebef3b2cff7820c3fecc4aab63,412,124,1173,39,46739,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,27cf5d7fedc037199e396438c62afebc457ed2ed25fb271738d43df3cabd3b9c,81,61,550,16,24795,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,27d49b7008197944decf4bbfd19cfcd4c36c1fc7cc6f170a8b8175147dbf1725,650,127,2688,21,65330,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,27d88eee39e685e01643aedc0b030007763ca04f3422a9c310eed326aaaa750a,220,65,1104,8,41713,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,27d8f7e801e62165c60d0ba2ed813411be3697866f0391e793d191f583925763,40,4,147,2,20808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,27d96e7cd84140daf8760bb3e099903c8b395a06a784feeecc5634ed507b4ce0,56073,21068,215125,6773,18572205,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,27dd9fbcf2bf62ddd242fc58e90755a8883819cd539c1a04f2b2f2bd0e16ece2,864,249,1977,169,344348,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,27e0c3892c5bcd81c1a248d5e10535c22753bf2805651764819513c39fb2a0dd,1248,150,2569,36,40576,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,27e737ebf8f783a5a4fc916e851bfd648f6299949776304e4d4f97d784523586,69,278,542,7,105245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,27e7d49f873b50ac3dbf67857aa3ebec3427d1d17b28e1c934ae352dc68e86d5,358,342,1723,43,164881,,,,,,,,,0
Twitter Web App,27f44cbbfafb35279b61158d7678d76f09828f4593159e841596815f2cf985c8,2938,1759,18517,80,471762,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,27fcb612eee91411e9afd412a0db5c45cd195512e40bfc0d2a3459ed84126ea6,2227,294,7728,205,481185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,280851e37cf6f4ce1807258fc73cea8d7da56fa55c2953a5b2ec918499fcfc23,0,0,2,0,230,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,280963f5f652a1180c51adfcf675a4b7e5db3426faf852fe0724952055552344,8,22,94,1,50369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,28113ddb888bd54d7fbb75552001ede727ca9741677bb977d80159d5ec84591f,188,132,565,9,42533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,2817f7ed2b21bb53ece7939258352aa61cddf488caa709297a2ded23fab3397a,694,623,4251,104,195527,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,281ab4258c4c4ee6bc6b8a54e3dcc21c240442118ee1f4e24d0314aca0e6ad18,300,99,857,6,25073,,,,,,,,,0
Twitter Web App,281e2387be7dc9bec4921fac22e20d429feb64d48259056fdba27db82d9ffb09,0,1,3,0,289,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,2822be401253b42711b120985f4045c82cf4cc13c066a7265c7c2532070a53d3,56,149,496,12,38124,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,2823bf3fed63f1a82aba2fcbee6aef6f1d01464ec64e316a6834abaa4a8779c2,698,1133,3884,43,150075,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,282547cd282d2939ae0e1677c1d517aeb6a626da81823931342cb40ec6ec28bf,531,99,2550,11,66340,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,28261eadd533934c8ef9ec538284be58ae09ad893bb84be011e1bc2e3ab3f602,31,29,327,0,16095,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,2829a2576cf3fcfd4f9cd9d5e5a4f2b4f3c3cb79bc697b585f42f5706b70a8ae,1878,211,5157,85,236119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,2830d8317d8470f1c212c3373400b17fc386c1bb8bc2647e2bf597ccc4b99c80,300,54,1377,7,79596,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,2830fb2c10ac1634bf670a563e15bbcb345b6d13ad488fa8df0a066af34a573b,1113,159,2774,27,61146,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,2831dac9f43aea38c12ebe9472c264879baf3679b4f6707e89ede89c0c6664c5,221,51,909,4,26665,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,2832185b516501b2e108440d8558a8834fed488ef6064a35bb0ac4381fdda7b8,131,1240,1243,55,154000,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
Twitter Web App,2832988b635d366ad38d4ecb602ab2fd340147e43195ba4fb8cbc351d1bb281a,248,52,446,13,32738,,,,,,,,,0
Twitter Web App,2838b7cf70059bab245a6e62152c93c4ad9ea179ad81bb8ea9e7e0f3b9d22d54,688,409,2921,66,73198,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,2838fa1d5432b0d224da236aa0f2a85eb8951d6f909be0b21c4e59ba82fc0d55,357,78,899,16,33446,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,284003be5e3e4bbc5931d3135e5d46f20265d407b1d931190b95474e1d072db1,1,2,29,0,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,285c0e70396d80a7c612e931b1658c95a9b9a8ef211771c93f1ce6b61146fbc3,3,0,10,0,534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,285d0eecac039c7edf127116b68de77fb901f799bf9c712f6a82e7587692c61b,18,112,222,2,27351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,285e1f47d26e87aab7b7c8ec382e6bcaf11e655131973666d32531984a28bb81,662,326,2205,67,124746,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Twitter Web App,285e3ec86a8e26452e99ef9f3b05b423697b7761f247b69911e566eac8a6ac93,4056,463,12812,166,326527,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,285fdc0b91242716ddef2807c91fb94e48d5588e622378a880b0a62644c1e817,2967,256,8586,123,621742,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
Twitter Web App,2868cf1061a8d065c4232cf87b67df059e6cff6eaddd182ed2e87351d6b8e418,165,38,601,2,42772,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,286b3beda3d27af05855a006e8df791733a7e4eeb3124e5184d46d7fa3434a07,293,26,1441,13,67226,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,286db2eba3d31c41fb57abbb654e51309e8c0fbe6259295f50527922c9317eda,28,39,178,4,42810,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,286f974377306465bbe8d52bba51903ee741ceef148e5375fa5d72fb3002217c,1056,114,3613,27,114498,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,287077bc6e72c37261bb80484810ea2d81c3ba6d304fb9de866ccfa70bd78abc,977,95,3668,36,82652,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,28716797736fa2c033abff408f6338a9a7289c0197cda7bbcd94a1ce4b5d5276,2423,200,8018,74,153500,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,2878a146cc2037b5c8a956d3a8665ca7c53990619e7b3f1eedca2732e9b34c37,197,38,455,9,6959,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
Twitter Web App,287a412066bd60d88d83a43dbfc06a9b2e8b634d07b55f93f67a49acd8257fe3,329,81,1015,6,27908,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,288090ce3c73252d9eb77a50adf83235d6f4be3de95169d0e49723dfc85c6cfc,291,62,850,15,36842,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,2880cc1bc3d02149ed185ea55477bf55c018b170fed1970f1c28aacb2b99038b,348,115,1397,28,86395,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,28835f6c8731342ceaf9b7490410b70e1fc3dcbf41ac2a7d991647c62502d90a,756,601,5479,44,425015,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Twitter Web App,2883a64c6116e69ef1ce41d71a67e3a4747c0d69b29d849a3fb1b1a460399da0,723,105,2430,30,121395,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,28878320cd1cbb6b03a5e002a7f5adbee259543a8829b8e0433412a0bc4c38bc,470,162,1802,13,265731,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,289045e842f311d635050357d62647db59d64608071d9c4791d4dc1fa2083b30,13301,3904,57280,1252,4406221,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,2893055cdf9cda56f14a7200a17b744585f0035e31e14a27caa82089e1a80f2c,1094,872,14638,82,1778443,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,28989165cb42f22da3b57216217251853a16c282166521b8ca507048e003f89c,343,91,999,7,27330,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,289b2538b84a5373ff8e4d57083e8801cd3b4c89a25b2b69660c422dfbf05db8,844,215,4153,64,199186,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,28a4cd3eb30273ade9cec377cfb3d3f30ed36262485d14f5577b312e444683c5,4798,490,14084,219,500416,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,28af14f4a22ec95d863e414ff6ee4ac949bb42262d12a09ceda73dcfe770d4eb,185,79,1515,2,100168,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,28af77e40c386e05e38b4b45f64bc97573696f214d461e2168418913f844c43d,224,57,681,5,35300,,,,,,,,,0
Twitter Web App,28b3d3398f911d57b512ac27bd6ca10ed583c124fa2b25f8eba14a6bdd887976,142,36,398,1,27536,,,,,,,,,0
Twitter Web App,28c2d07a9cd04ef028ea700ffb34d928018b89b28e88d6b0872946eff6d75d55,1049,696,9105,136,1870891,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,28c36f7d074e957fcc9ffd9b4c9fe89a3375f7b1143c1bd44cfe486276f9728b,234,58,1236,15,68673,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,28c6e51fd17687a863ab6bf3a53f64a1ba84cd7761344370de997c1a1a43e598,2086,163,8158,42,241577,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,28c7022b9f521417b1aadba18627e1e6dde34cb006c666e8b8f944af95c8726c,386,64,2106,5,39182,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,28d0a8a9c3eac0aa9829d445bb9d6ac26921a427b62eb5070089e1ca3fa54133,6,29,63,5,13805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,28e2f9232e1ae3df5432331b302c164295102758217e47d84851dd4af128bc83,626,529,3908,77,229126,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
Twitter Web App,28e9f5ce578ef3a7328964ffce216a697385412097c41ca654ca24816380a71c,2234,199,7575,52,123452,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,28faa6b8d62cd76049415764b4d7816f9fa3a5e8276c0cbb29caf50aa49208c2,149,13,361,9,30376,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,29082806c24b866cb0fc98f7c9c1ed4429b3b55e1e39562fdb75badc7992a19d,966,102,2061,60,123806,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,29083477869c48a92ebbc2b3cc5ec09cdfd6e8378fa4834be7c96d54a5504c22,1081,1154,3443,38,111668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,290872e34ad376481da7292b14c846c79946ead1d4d7e6f1103378ecdcbb5be6,1220,531,7686,92,263359,,,,,,,,,0
Twitter Web App,2909bd0025df1663e09dbc48b620eb4e770fda49da8d6757d299bba5410b3a0a,3698,386,14665,118,332747,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,290c655c471c79e753cb7f798247efcd42369f924ddac72c7231273bc2c258c4,5547,12189,46034,1947,3787963,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
Twitter Web App,2916306c08a2840ca0fbe6ea87366070c39e1a42bf73f6e181237fa5995cb7e5,222,32,506,8,32593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,2918dc23020066c23c843209700556f67012a7297eea954e2799b20d3f2b1a59,6872,3929,41072,983,3053257,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0
Twitter Web App,2919eb6bb0ed96fc600550c3193da521930ccd3cf15d51f22415f632dc677764,275,43,553,10,11619,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,291bde242d866da6ac0bd05073bd28aa0cb262308cd181f61f8559d7ba7b43ea,26055,6993,173461,812,3624352,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,291c60fdeb543937550d35fe7e4790083af5f4a42288f4e5e8d69d96a2132041,2860,521,18194,72,366843,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,291c8b713da45e83d4a37384d60e52c3aa588d92bec2a89b57d6a2426485c5ff,1098,329,3425,63,203257,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,291ebdf2d0874817413575bab108f30f4feccc56cd661a63b33302411c6ce6d7,318,106,1297,10,32807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,291ecfeee83aa34b5a0f110d5e03255870c40a4be0b4105e0a5bb8fc37b7b064,702,106,1335,31,39967,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,2922beb83bbcf6c85849c5c116d05a848b76f6e153c821101aa4388d5632e861,117,36,373,3,18417,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,292406d9d7960c586563bf43b6a7742a033aa4e94b4e61f6112b23617011a723,330,68,1056,6,41732,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,292c641c5ac80a2005ae5fa9765882ae26467f5d169ed691efbeb957be67e804,2108,1188,9202,51,193436,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,29366bd14bbdd5e117be0e964cd1aeebdebf56de5097f2c460fdf2319bd0eca5,18786,3673,92366,449,1184596,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,2936cf452b2e989a16ad13e8b5b124671aa20badf7f4d5ca70f0c9bf5a7e559e,678,95,1595,36,46724,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,2939527d987daa93f587b7a78c46fb1d640252d57ed39f63bb49cb9316ed20f2,626,59,2446,16,107974,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
Twitter Web App,29395fd78ec5e0c6636561dba99cdd606b2c26a9baf113ab1cc34e8742e23587,582,150,2032,15,92317,,,,,,,,,0
Twitter Web App,2939ba09b61c709f480ec859b08f23f46f514ca72828d5cda41d6662780fffdf,1626,709,13182,138,922314,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
Twitter Web App,2940c4b90b4c7002d91fd98f04f4d33986d361cc1cbd3fde93c85edcf95fb71a,94,31,249,5,12757,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,2943020dda86db959fe9cc430f458029416977ac7000cba81d9d2981e339fca8,218,64,846,4,41137,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,2948f071fb68160dfd719c9e407fd83cdb60b3b679e929c4f46886ca66d7e14e,243,60,731,3,30830,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0
Twitter Web App,294cbc33f0d6155f24dc465f22e5335239f3e6205e39dbfbc7fb24f8ec14dc08,91,35,266,4,45749,,,,,,,,,0
Twitter Web App,295ac8c15500290cd19bd86fec4c54f4c2f88c167f96fc6f5963324ce5eccfd9,518,102,1961,18,51273,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,29610cdf1d1af0947ef29c64eaa02da07809b7cc2c4e06ed25b5e6a43cf8517f,1859,589,4518,296,428093,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,29695c0ba914e922696dbc1b2cf34db93919bf059048559ace8b32b221289df9,1339,156,5524,26,115253,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,296edb1f6f59aef8489d4ddd38bcf7d9e5aec9f6ff608b68cba85b7e708391a6,0,1,2,0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,296fb1d8a66f09ec9bd1241c485028e8b59aacf09779d8933f18b711821e1a0d,8041,2750,44328,1147,3818168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,2970a0fbe7ee7e0f7241c6928533f3ea644765cbfea9e909bb693f70252d0368,222,63,448,8,29771,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,298193e54bbb26b9fae52bf3e7c54bf0d02dd20876228e57781deeee5eb5d082,198,39,313,8,22381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,298a02203d33a0f40e1636ff6c0efcfedf53e3a55440da35ad5a0e8f7e5b6714,536,136,1781,12,74397,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,298a5d6dfe88c7e06dd002d9bab6cd049509f24036f33907a0e3365f81ac55ad,1502,1829,7430,310,412206,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,298e8321849f24074ee3e5036447df657ce3d8fde20c56867dddece007471b8f,432,67,1291,10,42849,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,299c17e9307a5507fd5bfaa6758f710e4af18320e7841e9ec190dad15d0fb058,636,792,4109,27,409824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,299cbb226ef98a96587af20c2a51300b2feec7b38ee2552fb3d9eb1fd29b4fa7,589,167,1849,27,49201,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,299d0611b8c6b3f9e5c663cdc92f6974e8bf79f4b01cbe7173944bfc485ea829,707,74,2582,13,74162,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,29a45b72b2c43edea454d6002cb182b4df16f602ec2f4d983e8d79079e4b1602,924,386,6881,79,308250,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,29a921411ba282b6760420991b44bd17a879a174697404f6b03e088b8b49c067,3558,356,15327,135,766663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,29acd6a94b87a41a1c9b1b626fc404a45336c887b692ebff8601785ba3f4b4b1,1962,395,11663,80,323153,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,29b579c4cba20d1dd2ff9ac92f3bc6090b06faaa7391eb7cc8703cec20b11c4f,372,76,1362,12,55937,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,29b64750adbbb7d0eee25c0b1552ce43c7080e5b00a6a8a3d70598ed47abfc5d,213,151,1458,10,102220,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,29bac849d4be4bb6a5590810f355449331083ae1c34a53d41a5cfc843e618404,446,168,1477,13,42925,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,29bcda92cde4a1f7ad0d80ac5c0b583f16cb40c2d915d66e6f9a2291c7c8ef5d,4416,431,11455,163,444799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,29bfee98ff4d8a40ca216d98e15615a076894530b5f5782c20199ea824ae0150,1065,411,6671,79,424831,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,29c1cc5ce66eb06b6db145cc43459912b9d59b7143013e6ee4deaab8922ce6cd,686,169,1717,61,70872,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,29c424f24a66c1a2428b82c5e753092e8288a92b729b8d208ef91c6c8125e808,145,19,429,2,39139,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,29c5838c011528f3072f3037d73cb35b848f895c0013e0ef25b352c634eddc85,15176,2999,54592,3267,11885166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,29cca3e3bba68728e568424ecf7548bb94964396d4d318eaf2fcd24a5bf28bd3,1131,189,4238,30,84397,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,29e94fe8db22060f026f2fd17d86cbd57b7aa2d7e9505ae626ca10a564c89842,351,87,900,14,21932,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,29ebd43f242a65c9464a149113a5eca00dca12edfab8627eb27078b857851023,602,93,2343,28,121353,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,29f0c475a0eb130b8e5ed0cb035e1de513a073433dc5c198bf67897ad6f68763,211,34,722,9,40229,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,29f1cdb3e046dceb2ef45cb51bb3193f420de4b33b2c1e0d25450d410676424c,668,164,2159,16,70386,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Twitter Web App,29f85e148bcc7951f7b76cbd50d6fd8781a46ab2331e6330a9bcf4ecb9fbe2e0,2934,525,23250,125,401725,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,29f8f1e6c204baca31f9a5401e1d2a052ad5added80252ca255dce0ec8c62415,267,94,904,16,43190,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,29fa889f73c7d554cf5d5cd352fb2d22bae8dc66fcd0ebe54075a14af613df94,640,108,2172,14,51123,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Twitter Web App,29fbbaf86f57ab26ee072d5ca6e1ff3635d1b653c745abc031030d3276ec73f7,1553,463,4962,58,142772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,29fdca3dd6322648cb41e8c3e4f95d5f2f261888819a09919ea3046869a10245,444,428,1993,11,253025,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,2a0423089bd3cbd47bd6dc7c550e46242f627f60f1a8394216f46cd3ef227aba,1025,145,5371,15,121123,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Twitter Web App,2a0c1082cbc8d600cbbdbb6537778b858aad4f8904b0bc5874d7189b10538183,1330,102,3766,40,133192,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
Twitter Web App,2a18ca864ac1fbb8b41c9b64df3c0f499d33940bfc0f55f1035bfd49997081e6,154,69,603,4,23851,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,2a1bc18b730d6d9b3116e66ef7d6d16fda9b12b73fd2d901e89dc1e96212352d,60,237,852,13,67036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,2a1f1e319173ad08901fd79a3ae59ae2e56fa0e08ec70acde32906bf889e3b79,1311,343,7957,80,400315,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,2a2116520284a0c601e2a4e8237bf0e516005585c1a108b9c20d7d8f0b91cf6e,15,14,137,2,25534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Twitter Web App,2a221d2d2ed71c2f8329e6ab893884263703cf59ddc977b477d30baba0598dbe,335,54,992,4,47991,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
